FECHA,DEPARTAMENTO,MUNICIPIO,DIA ,HORA,BARRIO,ZONA,CLASE SITIO,EDAD,GENERO,CLASE BIEN,MARCA BIEN,LINEA,MODELO,COLOR,ARMA EMPLEADA,MOVIL AGRESOR,MOVIL VICTIMA,ESTADO CIVIL,PROFESIONES,ESCOLARIDAD,CODIGO DANE,2014
01/10/2014 12:00:00 AM,CALDAS,LA DORADA,Miércoles,10:00,CENTRO,URBANA,PARQUEADERO,29,FEMENINO,AUTOMOVIL,RENAULT,SANDERO,2015,NEGRO GRAFITO,LLAVE MAESTRA,A PIE,A PIE,CASADO,ADMINISTRADOR DE EMPRESAS,SUPERIOR,17380000,1
06/11/2014 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Jueves,16:06,FATIMA C-16,URBANA,BAHIA,31,MASCULINO,AUTOMOVIL,MAZDA,2,2014,GRIS,ARMA DE FUEGO,A PIE,VEHICULO,SOLTERO,INGENIERO QUIMICO,SUPERIOR,5001000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,21:20,ALQUERÍA LA FRAGUA E-8,URBANA,VIAS PUBLICAS,51,MASCULINO,AUTOMOVIL,HYUNDAI,ACCENT,2012,NEGRO,ARMA DE FUEGO,A PIE,A PIE,SEPARADO,NO REPORTADO,TECNICO,11001000,1
08/03/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,18:45,SAN VICENTE FERRER E-6,URBANA,VIAS PUBLICAS,56,MASCULINO,AUTOMOVIL,RENAULT,R9,1989,VERDE,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,11001000,1
,CUNDINAMARCA,FACATATIVÁ,Martes,10:00,SAN PEDRO,URBANA,VIAS PUBLICAS,38,MASCULINO,TRACTO_CAMION,KENWORTH,LINEA STANDARD,2007,AMARILLO,ARMA DE FUEGO,VEHICULO,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,25269000,1
,VALLE,JAMUNDÍ,Domingo,6:00,TERRANOVA E24,URBANA,VIAS PUBLICAS,37,MASCULINO,AUTOMOVIL,HYUNDAI,ACCENT,2007,GRIS,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76364000,1
12/02/2014 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,12:35,CIUDAD JARDIN,URBANA,VIAS PUBLICAS,76,MASCULINO,AUTOMOVIL,RENAULT,MEGANE,,GRIS,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,8001000,1
,VALLE,CALI (CT),Miércoles,20:30,DEPARTAMENTAL E10,URBANA,VIAS PUBLICAS,31,FEMENINO,AUTOMOVIL,HYUNDAI,I10,2012,NEGRO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
04/12/2014 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Jueves,14:00,SAN MIGUEL C-8,RURAL,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,27,FEMENINO,AUTOMOVIL,HYUNDAI,I10,2014,GRIS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,SEPARADO,NO REPORTADO,SECUNDARIA,5001000,1
,VALLE,YUMBO,Miércoles,17:05,BELALCAZAR E25,URBANA,PARQUEADERO,45,MASCULINO,CAMIONETA,TOYOTA,HILUX,1995,BLANCO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,76892000,1
09/05/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,16:00,RESTREPO E-15,URBANA,VIAS PUBLICAS,26,FEMENINO,AUTOMOVIL,CHEVROLET,AVEO 1.4,2011,GRIS,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,INGENIERO INDUSTRIAL,SUPERIOR,11001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,18:00,SAN PEDRO E-11,URBANA,FRENTE CONJUNTO NO REPORTADO VIA PUBLICA,47,MASCULINO,AUTOMOVIL,HYUNDAI,ELANTRA,1997,VERDE,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,11001000,1
03/11/2014 12:00:00 AM,QUINDÍO,CALARCA,Lunes,6:00,VDA.BOHEMIA,RURAL,FINCAS Y SIMILARES,42,MASCULINO,VOLQUETA,INTERNACIONAL,LINEA STANDARD,2012,AMARILLO TRANSITO,ARMA DE FUEGO,A PIE,A PIE,SOLTERO,INGENIERO CIVIL,SUPERIOR,63130000,3
09/05/2014 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Viernes,18:00,BARICHARA  S.A.P.,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,51,FEMENINO,AUTOMOVIL,MAZDA,323,1992,ROJO NO REPORTADO BLANCO,LLAVE MAESTRA,A PIE,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,5001000,1
,ANTIOQUIA,MEDELLÍN (CT),Jueves,13:30,CERRO NUTIBARA C-16,URBANA,VIAS PUBLICAS,27,MASCULINO,CAMION,CHEVROLET,NPR,2013,GRIS,ARMA DE FUEGO,A PIE,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
03/10/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,15:30,LAS DELICIAS   E-8,URBANA,VIAS PUBLICAS,61,MASCULINO,CAMION,CHEVROLET,NPR,2008,BLANCO,ESCOPOLAMINA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,11001000,1
,TOLIMA,IBAGUÉ (CT),Viernes,18:35,JORDAN VIII ETAPA,URBANA,VIAS PUBLICAS,42,FEMENINO,AUTOMOVIL,RENAULT,TWINGO,2007,NEGRO,LLAVE MAESTRA,VEHICULO,A PIE,CASADO,NO REPORTADO,SECUNDARIA,73001000,1
,ATLÁNTICO,BARRANQUILLA (CT),Viernes,6:00,EL PARAISO,RURAL,VIAS PUBLICAS,32,MASCULINO,CAMPERO,TOYOTA,LAND CRUSER,1995,BEIGE,LLAVE MAESTRA,A PIE,A PIE,CASADO,ABOGADO,SUPERIOR,8001000,1
04/04/2014 12:00:00 AM,CUNDINAMARCA,CHÍA,Viernes,5:50,BACHUE,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,32,FEMENINO,AUTOMOVIL,HYUNDAI,ATOS,2012,ROJO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,25175000,1
,CESAR,VALLEDUPAR (CT),Miércoles,6:00,VEREDA,RURAL,CARRETERA,28,MASCULINO,CAMION,CHEVROLET,NQR,2013,BLANCO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,20001000,1
12/11/2014 12:00:00 AM,HUILA,NEIVA (CT),Miércoles,6:10,LOS PARQUES,URBANA,PARQUEADERO,68,MASCULINO,VEHICULONO REPORTADOPANEL,RENAULT,R12,1980,BLANCO,LLAVE MAESTRA,A PIE,A PIE,NO REPORTADO,NO REPORTADO,PRIMARIA,41001000,1
,BOLÍVAR,CARTAGENA (CT),Sábado,4:00,JUAN XXIII,URBANA,VIAS PUBLICAS,35,MASCULINO,AUTOMOVIL,MAZDA,323,1998,NO REPORTADO,CONTUNDENTES,VEHICULO,A PIE,CASADO,NO REPORTADO,TECNICO,13001000,1
,ANTIOQUIA,MEDELLÍN (CT),Martes,20:30,BARRIO COLON C-10,URBANA,VIAS PUBLICAS,26,MASCULINO,AUTOMOVIL,RENAULT,STEPWAY,2011,BLANCO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
05/06/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,18:20,RAFAEL ESCAMILLA E-19,URBANA,VIAS PUBLICAS,44,MASCULINO,AUTOMOVIL,HYUNDAI,ATOS,2005,ROJO,LLAVE MAESTRA,A PIE,A PIE,CASADO,ADMINISTRADOR AGROINDUSTRIAL,SUPERIOR,11001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,4:30,PARIS GAITAN E-10,URBANA,VIAS PUBLICAS,23,MASCULINO,AUTOMOVIL,HYUNDAI,ACCENT,2014,NEGRO,ARMA DE FUEGO,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,11001000,1
08/02/2014 12:00:00 AM,VALLE,CALI (CT),Sábado,5:30,URBANIZACION LA MERCED E2,URBANA,VIAS PUBLICAS,37,FEMENINO,AUTOMOVIL,KIA,PICANTO,2009,PLATA,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
06/01/2014 12:00:00 AM,NARIÑO,IMUÉS,Lunes,5:30,SANTANA,RURAL,VIAS PUBLICAS,31,MASCULINO,AUTOMOVIL,DAEWOO,LINEA STANDARD,1999,VINOTINTO,ESCOPOLAMINA,VEHICULO,VEHICULO,SOLTERO,NO REPORTADO,PRIMARIA,52354000,1
,ANTIOQUIA,MEDELLÍN (CT),Lunes,8:10,LA ALPUJARRA C-10,URBANA,VIAS PUBLICAS,55,MASCULINO,CAMIONETA,CHEVROLET,ZAFIRA,2003,AZUL,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
10/06/2014 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,22:00,SAN BERNARDO C-16,URBANA,VIAS PUBLICAS,39,MASCULINO,AUTOMOVIL,MAZDA,323,1995,VERDE,LLAVE MAESTRA,A PIE,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,5001000,1
,ANTIOQUIA,MEDELLÍN (CT),Viernes,4:00,SANTANDER C-6,URBANA,VIAS PUBLICAS,25,MASCULINO,CAMION,MAZDA,B2000,1992,AZUL,LLAVE MAESTRA,A PIE,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,5001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,20:45,ROSALES E-2,URBANA,BAHIA,62,MASCULINO,AUTOMOVIL,NISSAN,SENTRA,2011,ROJO,LLAVE MAESTRA,A PIE,A PIE,SEPARADO,INGENIERO INDUSTRIAL,SUPERIOR,11001000,1
,ANTIOQUIA,MEDELLÍN (CT),Martes,7:30,LA MANSION C-8,URBANA,PARQUEADERO,50,MASCULINO,CAMIONETA,MAZDA,B2000,1987,ROJO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,12:00,CIUDAD KENNEDY CENTRAL E-8,URBANA,VIAS PUBLICAS,39,MASCULINO,AUTOMOVIL,HYUNDAI,I10,2009,AZUL,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,11001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,16:45,SANTA HELENITA E-10,URBANA,VIAS PUBLICAS,43,MASCULINO,CAMIONETA,TOYOTA,HILUX,2006,VERDE,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,11001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,1:40,MARLY E-2,URBANA,APARTAMENTO,41,MASCULINO,CAMIONETA,RENAULT,DUSTER,2014,GRIS,ARMA DE FUEGO,A PIE,A PIE,SOLTERO,NO REPORTADO,TECNOLOGO,11001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,5:00,TIBABUYES E-11,URBANA,BAHIA,26,MASCULINO,CAMIONETA,MAZDA,B2200,1995,BLANCO,NO REPORTADO,A PIE,A PIE,CASADO,NO REPORTADO,TECNICO,11001000,1
01/08/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,0:00,CHAPINERO CENTRAL E-2,URBANA,VIAS PUBLICAS,33,MASCULINO,CAMIONETA,RENAULT,DUSTER,2014,GRIS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,11001000,1
07/01/2014 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,23:00,ALTAMIRA C-7,URBANA,VIAS PUBLICAS,30,MASCULINO,AUTOMOVIL,CHEVROLET,SPARK,2011,AZUL,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,5001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,16:00,LA MARICHUELA E-5,URBANA,VIAS PUBLICAS,28,MASCULINO,AUTOMOVIL,RENAULT,R4,1974,NARANJA,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,11001000,1
05/04/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,18:30,TINTALITO E-8,URBANA,FRENTE CENTRO COMERCIAL,36,MASCULINO,AUTOMOVIL,MAZDA,626,1986,AZUL,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,11001000,1
05/08/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,17:00,LA ESTANCIA BAJA E-19,URBANA,BOMBA DE GASOLINA,44,MASCULINO,CAMIONETA,CHEVROLET,NKR,1997,AZUL,ESCOPOLAMINA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,PRIMARIA,11001000,1
,NARIÑO,PASTO (CT),Domingo,10:00,PANORAMICO I ETAPA,URBANA,VIAS PUBLICAS,29,MASCULINO,AUTOMOVIL,MAZDA,ALEGRO,1993,ROJO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,PRIMARIA,52001000,1
,ANTIOQUIA,MEDELLÍN (CT),Domingo,15:30,ROSALES C-16,URBANA,VIAS PUBLICAS,48,MASCULINO,CAMIONETA,RENAULT,DUSTER,2014,GRIS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
,VALLE,CALI (CT),Miércoles,13:50,BRETAÑA E9,URBANA,VIAS PUBLICAS,30,MASCULINO,CAMIONETA,KIA,SPORTAGE,2008,PLATA,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,PRIMARIA,76001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,18:30,VILLA NOHORA E-7,URBANA,VIAS PUBLICAS,39,FEMENINO,AUTOMOVIL,HYUNDAI,SANTRO 1.1,2005,AZUL,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,INGENIERO INDUSTRIAL,SUPERIOR,11001000,1
,ANTIOQUIA,MEDELLÍN (CT),Viernes,22:00,BUENOS AIRES  C-9,URBANA,VIAS PUBLICAS,30,FEMENINO,AUTOMOVIL,RENAULT,CLIO,2008,GRIS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,SOLTERO,NO REPORTADO,SECUNDARIA,5001000,1
,ATLÁNTICO,SOLEDAD,Sábado,20:20,LOS ALMENDROS,URBANA,VIAS PUBLICAS,64,MASCULINO,TAXI,HYUNDAI,LINEA STANDARD,2014,AMARILLO,ARMA DE FUEGO,PASAJERO TAXI,CONDUCTOR TAXI,DIVORCIADO,NO REPORTADO,SECUNDARIA,8758000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,18:10,SANTA LUCIA E-18,URBANA,PARQUEADERO,34,MASCULINO,AUTOMOVIL,CHEVROLET,AVEO 1.4,2010,BLANCO,ESCOPOLAMINA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,11001000,1
04/12/2014 12:00:00 AM,VALLE,CALI (CT),Jueves,7:10,EL TRONCAL E8,URBANA,VIAS PUBLICAS,46,MASCULINO,AUTOMOVIL,NISSAN,TIIDA 1.8 CONFORT SEDÁN AUT,2013,GRIS,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,76001000,1
,VALLE,RIOFRÍO,Domingo,6:40,VIA RIOFRIO - TULUA,RURAL,CASAS DE HABITACION,56,MASCULINO,RETROESCAVADORA,CATERPILLAR,LINEA STANDARD,0,AMARILLO,ARMA DE FUEGO,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,76616000,1
11/10/2014 12:00:00 AM,CÓRDOBA,MONTERÍA (CT),Sábado,0:00,LA CASTELLANA,URBANA,VIAS PUBLICAS,52,MASCULINO,AUTOMOVIL,CHERY,NICE,2006,GRIS,CONTUNDENTES,A PIE,A PIE,CASADO,ABOGADO,SUPERIOR,23001000,1
,CAUCA,POPAYÁN (CT),Jueves,10:00,MODELO,URBANA,FRENTE A ALMACEN NO REPORTADO VIA PUBLICA,54,MASCULINO,AUTOMOVIL,CHEVROLET,LUV 1.6,1996,VERDE,LLAVE MAESTRA,A PIE,VEHICULO,CASADO,NO REPORTADO,SUPERIOR,19001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,17:00,VALLE DE CAFAM II SECTOR E-5,URBANA,BAHIA,69,MASCULINO,AUTOMOVIL,RENAULT,R12,1977,ROJO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,PRIMARIA,11001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,17:30,TECHO  E-8,URBANA,VIAS PUBLICAS,48,MASCULINO,CAMIONETA,MITSUBISHI,LNO REPORTADO300,2009,BLANCO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,GEOLOGO,SUPERIOR,11001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,10:50,SOCIEGO E-4,URBANA,VIAS PUBLICAS,29,MASCULINO,AUTOMOVIL,MAZDA,323,1992,ROJO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,LICENCIADO,SUPERIOR,11001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,8:00,EL MOCHUELO ORIENTAL E-5,RURAL,PARQUEADERO,28,FEMENINO,CAMIONETA,DODGE,300,1979,ROJO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,11001000,1
,ANTIOQUIA,MEDELLÍN (CT),Miércoles,16:00,CARLOS E. RESTREPO C-11,URBANA,FRENTE OFICINA,66,FEMENINO,VEHICULONO REPORTADOPANEL,DAIHATSU,F20,1982,VERDE,LLAVE MAESTRA,A PIE,NO REPORTADO,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
,ANTIOQUIA,BELLO,Miércoles,20:40,BARRIO NUEVO,URBANA,VIAS PUBLICAS,36,MASCULINO,CAMIONETA,MAZDA,B2200,1998,AZUL,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,5088000,1
,ANTIOQUIA,MEDELLÍN (CT),Miércoles,14:15,SANTA TERESITA C-12,URBANA,VIAS PUBLICAS,25,MASCULINO,AUTOMOVIL,HYUNDAI,ATOS,2007,BEIGE,ARMA DE FUEGO,A PIE,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,18:30,VEINTE DE JULIO E-4,URBANA,VIAS PUBLICAS,40,MASCULINO,AUTOMOVIL,MAZDA,323,1992,VERDE,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,11001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12:00,LAS FLORES E-11,URBANA,PARQUEADERO,54,MASCULINO,CAMIONETA,CHEVROLET,LINEA STANDARD,1991,ROJO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,PRIMARIA,11001000,1
,ANTIOQUIA,MEDELLÍN (CT),Sábado,12:00,BOLIVARIANA C-11,URBANA,PARQUEADERO,38,MASCULINO,CAMIONETA,TOYOTA,HILUX,1995,AZUL,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
06/09/2014 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Sábado,1:45,SAN MARTIN DE LOBA,URBANA,DENTRO DE LA VIVIENDA,22,MASCULINO,AUTOMOVIL,DAIHATSU,TERIOS,2013,VINOTINTO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,44001000,1
,QUINDÍO,ARMENIA (CT),Jueves,3:30,LA MILAGROSA,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,,MASCULINO,AUTOMOVIL,MAZDA,323,1994,ESTRATO DE PERLA,LLAVE MAESTRA,A PIE,VEHICULO,NO REPORTADO,NO REPORTADO,NO REPORTADO,63001000,1
04/04/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,18:30,BAQUERO E-12,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,26,MASCULINO,AUTOMOVIL,HYUNDAI,I10,2013,NEGRO,LLAVE MAESTRA,A PIE,VEHICULO,CASADO,NO REPORTADO,SUPERIOR,11001000,1
,VALLE,CALI (CT),Lunes,16:20,DIAMANTE E13,URBANA,SEMÁFORO,24,MASCULINO,TAXI,HYUNDAI,I25,2013,BLANCO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR TAXI,CASADO,NO REPORTADO,SECUNDARIA,76001000,1
10/10/2014 12:00:00 AM,ATLÁNTICO,SABANALARGA,Viernes,19:30,MOLINEROS,RURAL,CARRETERA,46,MASCULINO,FURGON,JAC,LINEA STANDARD,2012,BLANCO,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,8638000,1
10/06/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,11:30,SANTA LIBRADA E-5,RURAL,CARRETERA,51,MASCULINO,CAMIONETA,CHEVROLET,DNO REPORTADOMAX SINGLE CAB DIESEL CHASÍS,2009,BLANCO,ARMA BLANCA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,PRIMARIA,11001000,1
05/09/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,20:00,RESTREPO E-15,URBANA,VIAS PUBLICAS,59,MASCULINO,AUTOMOVIL,HYUNDAI,I10,2013,AZUL,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,11001000,1
01/03/2014 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Sábado,10:00,LA AMERICA C-12,URBANA,VIAS PUBLICAS,69,MASCULINO,CAMIONETA,MAZDA,B2000,1988,ROJO,LLAVE MAESTRA,A PIE,VEHICULO,CASADO,NO REPORTADO,PRIMARIA,5001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,22:00,PINAR DE LOS ALAMOS E-10,URBANA,VIAS PUBLICAS,34,MASCULINO,CAMIONETA,NISSAN,FRONTIER,2011,BLANCO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,11001000,1
,NORTE DE SANTANDER,CONVENCIÓN,Viernes,15:20,BARRIO LA CURVA,URBANA,VIAS PUBLICAS,30,MASCULINO,CAMIONETA,MAZDA,BTNO REPORTADO50 DOBLE CABINA 2500,2011,BLANCO,ARMA DE FUEGO,A PIE,A PIE,UNION LIBRE,TECNICO ELECTRICISTA,TECNICO,54206000,1
,NARIÑO,PASTO (CT),Sábado,23:50,AVENIDA COLOMBIA NORMANDIA,URBANA,VIAS PUBLICAS,43,FEMENINO,AUTOMOVIL,MAZDA,323,1995,AMARILLO TRANSITO,LLAVE MAESTRA,A PIE,CONDUCTOR TAXI,CASADO,NO REPORTADO,SECUNDARIA,52001000,1
08/05/2014 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Jueves,2:00,CASTILLA C-5,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,66,MASCULINO,AUTOMOVIL,RENAULT,R9,1990,NEGRO,LLAVE MAESTRA,A PIE,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
05/10/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,8:00,VILLA DEL MAR E-10,URBANA,VIAS PUBLICAS,59,MASCULINO,CAMION,CHEVROLET,CNO REPORTADO30,1960,ROJO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,PRIMARIA,11001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,20:30,SAN VICENTE FERRER E-6,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,53,MASCULINO,AUTOMOVIL,MAZDA,626,1991,GRIS,NO REPORTADO,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,11001000,1
05/02/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,22:30,ISLA DEL SOL E-6,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,33,MASCULINO,AUTOMOVIL,CHEVROLET,SPARK GO!,2008,NEGRO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,11001000,1
,ANTIOQUIA,MEDELLÍN (CT),Domingo,22:30,TRICENTENARIO C-5,URBANA,VIAS PUBLICAS,35,MASCULINO,CAMIONETA,MITSUBISHI,LNO REPORTADO200,2011,AZUL,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
08/07/2014 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Martes,15:30,EL GOLF,URBANA,VIAS PUBLICAS,46,MASCULINO,AUTOMOVIL,MAZDA,323,,GRIS,NO REPORTADO,A PIE,A PIE,SOLTERO,QUIMICO,SUPERIOR,8001000,1
02/02/2014 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Domingo,9:00,SAN ROQUE,URBANA,VIAS PUBLICAS,41,MASCULINO,BUSETA,CHEVROLET,NO REPORTADO,2000,BLANCO,ARMA DE FUEGO,PASAJERO BUS,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,8001000,1
,CUNDINAMARCA,RICAURTE,Sábado,11:00,CENTRO,URBANA,VIAS PUBLICAS,52,MASCULINO,AUTOMOVIL,CHEVROLET,AVEO 1.4,2011,BLANCO,CONTUNDENTES,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,25612000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,20:05,PORVENIR LA CONCEPCIÓN E-7,URBANA,VIAS PUBLICAS,30,MASCULINO,AUTOMOVIL,CHEVROLET,AVEO 1.6 4p A.A,2011,GRIS,ARMA DE FUEGO,A PIE,A PIE,CASADO,TECNICO EN CONTABILIDAD,TECNICO,11001000,1
06/11/2014 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,21:20,LA CABAÑA,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,38,MASCULINO,AUTOMOVIL,CHEVROLET,DNO REPORTADOMAX 3.0 DSL 4X4,2011,BLANCO,ARMA DE FUEGO,A PIE,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5088000,1
